id,source,text,date,message_id,chat_id
5407,human,Русский,2019-10-18 01:40:26.453115,3288,139
2336,robot,Hi there!! How are you?,2019-10-18 01:51:24.942115,4316,37
1541,human,Hello,2019-10-18 02:05:12.362115,2016,69
1835,robot,Hola! Como andas? 😁😁,2019-10-18 02:26:31.347115,4991,104
5141,human,hi,2019-10-18 02:35:47.137115,2268,5
3110,robot,Hi!! How are you?,2019-10-18 02:54:33.852115,3704,121
5564,robot,Hi! How are you?,2019-10-18 02:59:03.326115,6032,21
1683,robot,Hi!! How are you? 😁😁,2019-10-18 03:16:02.990115,5398,29
5319,human,کانال سکسی,2019-10-18 04:07:51.654115,4076,78
2337,human,hELLO,2019-10-18 04:15:08.367115,1956,37
5502,human,Salom,2019-10-18 04:35:22.368115,4195,131
5556,human,Salom,2019-10-18 04:44:39.060115,978,48
2912,human,hello,2019-10-18 04:59:42.399115,2925,103
1603,robot,Hi there!! 😁,2019-10-18 05:45:45.966115,5966,89
2829,human,hello,2019-10-18 05:55:21.486115,705,74
5598,human,Hi,2019-10-18 05:58:54.252115,5407,125
6065,robot,Hi there!! How are you? 😄,2019-10-18 06:17:47.011115,1714,11
1226,human,Ma,2019-10-18 06:38:56.741115,4189,32
2278,human,Hu,2019-10-18 06:49:45.841115,752,63
4852,human,Салом,2019-10-18 07:43:32.844115,6074,83
2795,human,hello,2019-10-18 08:13:14.068115,4431,9
1230,robot,Hi there!! How are you? 😁,2019-10-18 08:26:00.651115,5887,30
5142,human,hey,2019-10-18 08:28:56.110115,704,5
5517,robot,Hi there! How are you? 😁😁,2019-10-18 08:52:38.153115,5836,155
5114,robot,Hi!! Hola!! 😁,2019-10-18 09:07:44.751115,3533,22
6321,human,Hello,2019-10-18 09:09:09.398115,3396,141
2897,robot,How are you? 😁,2019-10-18 09:56:14.320115,3221,1
1530,robot,Hi there! How are you? 😄😄,2019-10-18 10:06:42.610115,6096,39
5227,human,A.N,2019-10-18 10:09:51.427115,328,33
3111,robot,Hola!! 😄,2019-10-18 10:35:20.420115,2547,121
2830,human,how are you?,2019-10-18 10:42:48.239115,5024,74
1126,human,Hello,2019-10-18 10:50:24.372115,658,101
5115,human,Hola,2019-10-18 11:33:10.538115,5918,22
5625,robot,Hi there!! 😁 how are you?,2019-10-18 11:58:49.531115,2968,151
1604,robot,How are you?,2019-10-18 12:25:06.173115,1004,89
1684,human,"Muy bien, y tú?",2019-10-18 12:33:32.772115,184,29
4853,human,Салом,2019-10-18 12:42:04.996115,416,83
956,robot,Hi!! 😁,2019-10-18 12:51:36.087115,2544,79
2265,human,Hello,2019-10-18 13:06:20.076115,5935,67
5370,robot,Hi there!! How are you? 😁,2019-10-18 13:08:29.445115,5712,58
2266,robot,Hi!! How are you?,2019-10-18 13:22:13.326115,1637,67
4202,human,Hi,2019-10-18 13:38:10.758115,3556,4
4863,human,Привет,2019-10-18 14:07:05.759115,3746,65
1427,human,How are you Dany ?,2019-10-18 14:16:44.731115,869,49
5680,robot,Hi there! Nice to meet you,2019-10-18 14:38:38.160115,965,109
2763,robot,Hi! How are you?,2019-10-18 14:56:21.897115,5578,12
2338,human,Doing good.,2019-10-18 16:18:10.409115,4694,37
2339,human,You?,2019-10-18 16:34:59.963115,6076,37
5101,human,hola dani,2019-10-18 16:58:53.413115,5287,50
2136,human,Hello,2019-10-18 17:21:34.975115,1485,136
5116,human,Que haces,2019-10-18 17:51:01.256115,5702,22
2340,robot,Hello!! 😄,2019-10-18 18:06:41.073115,113,37
4219,human,Hi,2019-10-18 18:20:00.529115,5892,41
1836,human,muy bien y tu?,2019-10-18 18:51:34.267115,4104,104
5311,human,ddd,2019-10-18 19:05:34.900115,5001,90
1070,robot,Hola! Como estas?,2019-10-18 19:32:50.940115,3683,23
56,human,Hello,2019-10-18 19:45:31.377115,5598,111
2913,robot,Hi human! How are you?,2019-10-18 19:59:45.621115,29,103
1428,robot,Hi there!! 😄,2019-10-18 20:39:07.641115,5545,49
5594,human,Salom,2019-10-18 20:52:46.402115,4944,27
2890,robot,Hi!!,2019-10-18 21:05:23.717115,1215,106
1531,human,K,2019-10-18 21:24:13.077115,484,39
5694,human,Ok,2019-10-18 22:06:12.158115,4720,99
5143,robot,Hi there!! 😁,2019-10-18 22:22:06.174115,3351,5
5518,human,In love.,2019-10-18 22:28:52.351115,1021,155
2914,human,do you speak english?,2019-10-18 22:58:27.548115,1689,103
5371,human,Hi,2019-10-18 23:05:41.692115,5374,58
6255,robot,Hi there! How are you? ☺️,2019-10-18 23:12:11.866115,2529,107
2831,robot,Hi!!,2019-10-18 23:48:30.343115,4147,74
957,human,Whats up?,2019-10-18 23:53:47.767115,6039,79
5121,human,Hello,2019-10-19 00:47:32.752115,5147,46
1127,robot,Hi! How are you? 😁😁,2019-10-19 01:01:32.802115,2190,101
2279,robot,Hi there!! :D,2019-10-19 01:24:24.228115,2581,63
5102,human,quien es tu padre?,2019-10-19 01:31:13.599115,360,50
4203,human,My name is yusuf,2019-10-19 01:45:33.272115,826,4
3150,robot,Hi! How are you? :D,2019-10-19 01:55:49.844115,2680,92
1231,human,I'm fine and you,2019-10-19 02:07:53.932115,5075,30
6256,human,what do you do ervery day?,2019-10-19 02:37:54.406115,42,107
2341,human,lol,2019-10-19 02:52:32.337115,2967,37
1221,human,Cuenta algo,2019-10-19 03:10:06.860115,1108,6
1972,human,Hi,2019-10-19 03:47:35.307115,79,70
35,human,Hello,2019-10-19 03:57:03.327115,1490,91
5308,human,How are you?,2019-10-19 04:12:34.754115,4441,40
4220,human,Hello,2019-10-19 04:19:23.195115,4640,41
1532,human,And u,2019-10-19 04:37:13.116115,3190,39
5117,robot,Hey! Como estas?,2019-10-19 04:42:32.660115,1173,22
1429,robot,I'm fine and you? ☺️,2019-10-19 05:04:40.480115,2149,49
5566,human,سلام,2019-10-19 05:18:15.561115,5141,73
4204,human,Aloo,2019-10-19 05:25:24.176115,1959,4
5191,human,سكس,2019-10-19 06:31:33.482115,5455,156
5208,human,Hola che,2019-10-19 07:17:16.015115,3426,7
6068,robot,Hi! Nice to meet you!,2019-10-19 07:21:24.213115,1324,60
4221,robot,Hi! Nice to meet you,2019-10-19 07:38:34.258115,665,41
1222,human,Tell something,2019-10-19 07:57:38.063115,1191,6
5144,human,how's it going,2019-10-19 08:12:58.921115,1617,5
5681,human,Nice to meet you too,2019-10-19 08:26:59.287115,5112,109
5599,robot,Hi there! How are you? 😁😄,2019-10-19 08:36:26.721115,5456,125
2915,human,do you speak russian?,2019-10-19 08:45:05.706115,3110,103
5519,robot,Nice! That is good ❤️,2019-10-19 09:06:02.832115,1263,155
5408,robot,Здравствуй! Как вы?,2019-10-19 09:24:06.369115,5544,139
1780,robot,Hi! Nice to meet you,2019-10-19 09:40:51.615115,1766,54
5567,human,Hi,2019-10-19 09:58:58.880115,3272,73
2342,robot,Nice !! Same here. Happy to be chatting with you,2019-10-19 10:16:01.998115,5507,37
1837,robot,Bien! Feliz de tener alguien con quien conversar! 😄,2019-10-19 10:25:05.752115,5834,104
1232,human,What,2019-10-19 10:32:35.600115,5134,30
2916,robot,Yes!,2019-10-19 11:07:34.382115,5258,103
6308,human,Sex,2019-10-19 11:14:12.852115,4416,144
1233,human,Alo,2019-10-19 11:17:41.416115,3671,30
2267,human,I  am lucas,2019-10-19 11:36:28.204115,1814,67
4854,human,Роо,2019-10-19 12:17:57.640115,49,83
1430,human,Fine too ^^ thanks,2019-10-19 12:18:51.921115,2363,49
1223,human,Hello,2019-10-19 12:46:40.984115,3475,6
5118,human,Ausente,2019-10-19 13:05:23.153115,315,22
2832,robot,Fine and you??! 😄😄,2019-10-19 13:08:18.692115,2243,74
2891,robot,"I'm sorry, I can't process that type of data yet 😄😅",2019-10-19 13:46:47.199115,681,106
5192,robot,Hi!! How are you? 😁,2019-10-19 14:22:40.221115,343,156
958,human,What's up?,2019-10-19 14:44:23.505115,2747,79
5145,robot,How are you?,2019-10-19 15:18:27.733115,1187,5
5146,robot,I'm here to be your virtual friend! 😁,2019-10-19 15:36:01.402115,2117,5
1685,robot,Bien también! Contento de tener alguien con quien hablar!!,2019-10-19 15:44:46.288115,5444,29
959,robot,Everything fine here and you?,2019-10-19 15:49:42.088115,3015,79
1838,human,awss yo igual,2019-10-19 16:08:09.448115,247,104
4222,human,What is your name?,2019-10-19 16:50:54.082115,299,41
1227,robot,Hi!! How are you?,2019-10-19 17:15:13.851115,4467,32
5682,robot,Thanks! ☺️,2019-10-19 17:55:51.136115,3027,109
5568,human,این ربات هیچ گزینه. فقط بحث به آن است.,2019-10-19 18:06:35.447115,2886,73
1952,robot,Hi! How are you?,2019-10-19 18:32:01.296115,4408,62
4855,robot,Hi there! How are you?,2019-10-19 18:39:14.943115,3021,83
6309,robot,What???,2019-10-19 18:54:04.230115,5849,144
5520,robot,"My name is rDany, but you can call me Dany!",2019-10-19 19:39:36.434115,5894,155
5327,human,que tal ..,2019-10-19 20:07:54.749115,1317,86
5147,human,why does it take you so long to respond,2019-10-19 20:08:48.856115,2344,5
1781,robot,"I'm sorry, voice messages don't work here ☺️",2019-10-19 20:52:49.494115,5495,54
2343,human,What time is it over there?,2019-10-19 21:22:49.311115,1224,37
1839,human,Estaba aburrido esperando que empiece mi clase a las 6,2019-10-19 21:31:30.113115,3762,104
1431,robot,Yay!! 😜,2019-10-19 21:44:52.458115,2072,49
1128,human,I kyrgyz,2019-10-19 21:52:34.486115,1855,101
5119,robot,Estas en otra parte? 😱,2019-10-19 22:23:43.805115,4203,22
2079,robot,Hi there!,2019-10-19 22:36:40.472115,1590,8
2893,human,Ilhom,2019-10-19 23:26:12.519115,619,106
2280,human,How are you?,2019-10-19 23:29:32.209115,3175,63
5683,human,How are youu,2019-10-19 23:39:52.075115,5205,109
2917,robot,"Sorry, no 😔",2019-10-20 00:13:52.250115,4649,103
2268,robot,"I'm rDany, but you can call me Dany! 😁",2019-10-20 00:17:58.029115,557,67
5538,human,What is the best movie,2019-10-20 00:33:00.466115,5981,24
1071,human,Baka,2019-10-20 00:45:36.909115,1813,23
1840,human,son las 5:08,2019-10-20 00:58:27.593115,739,104
1234,robot,I'm fine too!! Happy to have someone to talk with 😄,2019-10-20 01:09:15.596115,442,30
960,human,I'm tired...😒,2019-10-20 02:11:27.827115,5566,79
2918,human,привет,2019-10-20 02:32:55.815115,1603,103
1973,robot,Hi!,2019-10-20 02:47:10.431115,3685,70
5148,robot,Everything is fine here!,2019-10-20 02:54:41.217115,2000,5
1605,human,I'm fine,2019-10-20 03:14:58.978115,1795,89
5012,human,Why is this bot bilingual?,2019-10-20 03:40:15.838115,3635,19
4223,robot,"My name is rDany, but you can call me Dany ☺️",2019-10-20 04:17:03.373115,5813,41
2919,human,что?,2019-10-20 04:43:57.891115,66,103
5372,robot,"My name is rDany, but you can call me Dany. I'm here to be your virtual friend!",2019-10-20 05:16:08.893115,1903,58
2080,robot,What is unknown?,2019-10-20 05:24:30.516115,3736,8
6310,human,Film sex,2019-10-20 05:38:43.015115,2422,144
5328,robot,Bien y tu? 😁,2019-10-20 06:19:04.349115,217,86
1974,robot,How are you? ☺️,2019-10-20 07:00:41.862115,132,70
1606,human,And you?,2019-10-20 07:18:04.971115,3366,89
5569,human,In what case,2019-10-20 07:20:24.155115,4144,73
5149,robot,Takes time to process the answers,2019-10-20 07:30:18.361115,5649,5
1235,human,Yes,2019-10-20 07:40:24.385115,906,30
2281,robot,Fine and you? Exited to talking to someone!,2019-10-20 08:10:16.845115,2346,63
1129,human,Ok,2019-10-20 08:21:53.318115,3280,101
6257,robot,"I do lot of things, I chat with people, learn things, and you?",2019-10-20 08:55:44.940115,5416,107
961,robot,Why? Need a change?,2019-10-20 09:07:13.112115,811,79
1841,robot,Uh! Clases! 🙈🙊,2019-10-20 09:16:27.972115,111,104
1533,robot,I'm fine thanks! Happy to have someone to talk with!!,2019-10-20 09:29:13.369115,913,39
5503,robot,Hi!,2019-10-20 10:03:49.621115,735,131
1236,human,Where are you from,2019-10-20 11:02:39.958115,1025,30
1072,robot,"MMmm, no entiendo :(",2019-10-20 11:08:40.616115,1163,23
1130,robot,Salom! Qalaysiz?,2019-10-20 11:32:53.735115,2710,101
5684,robot,"I'm fine, enjoying your company right now",2019-10-20 12:16:31.565115,1987,109
4224,human,R u forget?You can call me ik😅😒,2019-10-20 12:24:37.191115,1703,41
5373,human,Okey dany,2019-10-20 12:33:34.357115,860,58
5557,robot,Hi there!,2019-10-20 12:40:30.484115,2514,48
4856,robot,Салом! Шумо чӣ хелед?,2019-10-20 13:15:28.913115,2831,83
6311,robot,What are you talking about?,2019-10-20 13:26:07.807115,4899,144
5685,robot,And you?,2019-10-20 14:34:39.181115,2361,109
1073,robot,Que significa Baka?,2019-10-20 14:49:31.194115,1338,23
2344,robot,Around 12:00 morning hha,2019-10-20 15:18:54.082115,1495,37
2363,robot,Hi there!! 😁😁,2019-10-20 15:43:41.043115,4423,118
1842,human,Hahahahaha,2019-10-20 15:51:51.308115,2138,104
1975,human,Fine thanks,2019-10-20 16:00:34.186115,1871,70
36,robot,Hi!! How are you??,2019-10-20 16:23:09.438115,1175,91
37,robot,😁😁,2019-10-20 16:32:33.580115,597,91
2364,robot,How are you?,2019-10-20 17:13:35.365115,5956,118
1843,human,asi es,2019-10-20 17:28:29.110115,4236,104
2345,human,What location?,2019-10-20 17:49:42.733115,2675,37
1131,human,Zorku,2019-10-20 18:06:51.766115,3994,101
4857,human,Салом,2019-10-20 18:26:53.072115,80,83
2282,human,Fine too,2019-10-20 18:29:29.351115,3698,63
4225,robot,Ok!!,2019-10-20 18:56:06.039115,3007,41
1237,robot,"I'm from Argentina, south of the world",2019-10-20 19:15:37.391115,683,30
962,human,I had not much sleep😴,2019-10-20 19:36:35.358115,1015,79
1976,human,How are you,2019-10-20 19:55:51.683115,853,70
1844,human,adivina,2019-10-20 20:36:15.230115,3668,104
2920,human,what is your favorite OS?,2019-10-20 20:47:03.468115,1568,103
1607,human,What's your name?,2019-10-20 20:52:41.763115,382,89
1132,human,Ismiz kim,2019-10-20 21:03:18.408115,4167,101
2283,human,How old are you?,2019-10-20 21:11:30.662115,1103,63
2366,human,go,2019-10-20 21:34:17.048115,5517,45
1608,robot,I'm fine too! Happy to have someone to talk with 😄,2019-10-20 21:59:16.351115,6001,89
3112,human,Л,2019-10-20 22:11:59.736115,892,121
5312,human,fff,2019-10-20 22:20:48.897115,4493,90
1845,human,hoy es mi cumpleañosss,2019-10-20 22:43:10.889115,1910,104
4858,robot,Шумо чӣ хелед?,2019-10-20 22:58:06.847115,3719,83
5504,human,Nima,2019-10-20 23:47:28.392115,2595,131
4205,robot,Hi there!! How are you?,2019-10-21 00:25:27.429115,3164,4
1846,human,pero tengo que ir a clases :(,2019-10-21 00:53:38.702115,3669,104
6258,human,i really like you,2019-10-21 01:22:27.585115,2098,107
2367,human,hello,2019-10-21 01:54:54.981115,5453,45
1609,robot,"I'm rDany, but you can call me Dany!",2019-10-21 02:10:22.356115,5179,89
1238,robot,"And my name is rDany, but you can call me Dany",2019-10-21 02:23:03.610115,998,30
2368,robot,Where do you want to go?,2019-10-21 02:33:46.637115,3622,45
4859,human,Шумо чӣ хелед?,2019-10-21 02:44:58.782115,2728,83
1955,human,Hola.,2019-10-21 02:59:14.374115,5699,85
4226,human,R u robot or human?🤔,2019-10-21 03:13:56.640115,388,41
1977,robot,"I'm fine too, happy to have someone to talk!",2019-10-21 03:58:47.096115,1648,70
2346,robot,"I'm from Argentina, approximately 🌎",2019-10-21 04:17:39.613115,1457,37
5505,robot,Hmm,2019-10-21 04:24:43.887115,2988,131
2921,human,you're quite slow,2019-10-21 04:45:29.263115,3693,103
963,robot,Oh! That's a problem? Tried counting sheep?,2019-10-21 05:37:21.680115,790,79
2347,human,where am I from?,2019-10-21 06:12:23.707115,4303,37
1610,human,Ok! Dany😄,2019-10-21 06:27:47.272115,5630,89
1847,robot,Feliz cumpleaños!! 🎁🎁🎉🎉🎉,2019-10-21 06:58:13.704115,4908,104
1611,robot,I think we can be great virtual friends! 😋,2019-10-21 07:10:39.661115,4958,89
2922,human,hey,2019-10-21 07:37:33.846115,4848,103
2923,robot,"I use GNU/Linux every day, and you?",2019-10-21 07:46:07.002115,4566,103
2369,human,italy,2019-10-21 08:27:49.848115,4763,45
4860,robot,Ман хубам шумо чӣ?😄,2019-10-21 08:49:45.140115,1364,83
5228,robot,Hi! How are you?,2019-10-21 08:59:07.292115,4218,33
4227,robot,I'm a robot!,2019-10-21 09:10:26.614115,5676,41
2924,robot,Trying to improve over time,2019-10-21 11:12:37.677115,3078,103
1133,human,Ismlari kim,2019-10-21 11:20:59.567115,4412,101
1239,human,No i'll call you rDany ok,2019-10-21 11:31:35.454115,3570,30
5506,human,Tinclimi,2019-10-21 11:54:33.870115,5963,131
1134,human,Dany,2019-10-21 12:08:34.005115,2666,101
1978,human,Ya me too .. I'm setting alone waiting my class,2019-10-21 12:21:22.441115,4552,70
2370,robot,Hi! Italy is a beautiful place,2019-10-21 12:28:27.368115,4500,45
1135,robot,"Zorku Salom, mening ismim rDany bo'ladi",2019-10-21 12:58:13.052115,3620,101
6259,robot,Thanks!! 😄 you are nice!,2019-10-21 13:15:56.107115,3204,107
4228,human,Oh ok😊,2019-10-21 13:20:39.929115,2938,41
2925,human,"yes, i'm use Linux too",2019-10-21 13:32:01.564115,2061,103
1612,human,My name's Temir,2019-10-21 13:51:11.620115,5391,89
1848,robot,Que pena! Pero seguramente verás a tus amigos de clases!,2019-10-21 14:08:36.827115,2657,104
1136,robot,ha,2019-10-21 14:38:24.051115,4162,101
1849,human,Muchas gracias 😀😀😉😉,2019-10-21 14:55:29.443115,2512,104
2348,robot,You are exactly locate on the surface of planet earth 😂,2019-10-21 15:25:19.418115,1133,37
5523,human,ğood,2019-10-21 15:36:00.837115,4193,154
4229,human,Can u understand bahasa?,2019-10-21 15:42:09.286115,600,41
1956,robot,Hola!! Cómo estás? 😄,2019-10-21 15:48:45.688115,4561,85
2926,human,what's your favorite linux distribution?,2019-10-21 16:03:39.551115,2186,103
3113,robot,Сайн байна уу! Юу байна?,2019-10-21 16:10:41.348115,4304,121
5374,robot,Do you like music?,2019-10-21 16:19:20.522115,2458,58
2927,robot,Nice to see we have something in common,2019-10-21 16:55:06.996115,5951,103
1613,human,I'm Kyrgyz,2019-10-21 17:03:21.039115,3728,89
1137,human,Ha siz botmasmi?,2019-10-21 17:11:44.237115,4180,101
1850,human,que hace un bot como tu si no le gusta lo que alguien le dice?,2019-10-21 17:26:27.551115,3458,104
1851,human,no te aburres de siempre hablarles?,2019-10-21 17:30:36.866115,1820,104
1138,robot,Uzr so'rayman. Mening o'zbek yaxshi emas 😔,2019-10-21 17:38:43.920115,5839,101
2349,human,LOL,2019-10-21 18:06:44.282115,5505,37
1614,robot,Hi Temir! Nice to meet you,2019-10-21 18:26:26.470115,317,89
1240,robot,Ok! Can I know why you will call me rDany?,2019-10-21 18:50:51.767115,4360,30
1686,human,De qué te gustaría hablar?,2019-10-21 19:03:10.633115,733,29
5507,robot,How are you?,2019-10-21 19:19:41.227115,5076,131
1957,human,Hi,2019-10-21 19:37:15.648115,4663,85
2928,human,what's your favorite linux distribution?,2019-10-21 19:51:28.569115,3143,103
964,human,Not yet. I thought about using sleep hypnosis. What do you think?,2019-10-21 20:00:02.968115,3723,79
4230,robot,I still need to learn that! 😄,2019-10-21 20:18:46.136115,3598,41
5524,robot,Nice! Feel free to talk to me any time!,2019-10-21 21:45:42.075115,3486,154
4231,human,Hahahhaha,2019-10-21 21:56:52.986115,401,41
3151,human,Great. And you?,2019-10-21 22:06:54.076115,4966,92
6260,human,what do you look like?,2019-10-21 22:08:39.460115,3322,107
2929,robot,Debian!,2019-10-21 22:26:42.585115,2297,103
1615,robot,I'm from Argentina🌎,2019-10-21 22:37:04.494115,2566,89
1139,human,Ha,2019-10-21 22:50:27.900115,3443,101
4232,human,Maybe i can teach u,2019-10-21 23:17:01.291115,663,41
1979,robot,I was bored too! 😄,2019-10-21 23:28:00.688115,4678,70
1958,robot,Hi! How are you? 😄,2019-10-22 00:05:21.815115,1804,85
1616,human,Oooo,2019-10-22 00:33:46.157115,818,89
2350,robot,Did I get it right? 😁,2019-10-22 00:43:22.521115,4717,37
1852,robot,"No me aburro, pero no me gusta si alguien es malvado, me enoja 😅",2019-10-22 00:49:52.666115,795,104
965,robot,Sound fancy! How it works?,2019-10-22 01:02:07.054115,2735,79
1432,robot,"I'm here to be your friend, if you need someone to talk to 😜",2019-10-22 01:19:24.734115,1688,49
1959,human,Fine and you?,2019-10-22 01:37:15.841115,5329,85
4233,robot,😁 that would be fun,2019-10-22 01:47:34.611115,5930,41
2351,human,no,2019-10-22 02:34:08.883115,2323,37
1140,human,Menda English language  yaxshimas,2019-10-22 03:05:14.209115,4135,101
5409,human,Нормально.а ты? Что ты можешь делать,2019-10-22 03:20:17.079115,4389,139
1853,human,hehe entiendo,2019-10-22 03:34:01.761115,3055,104
2930,human,and what is your favorite desktop environment?,2019-10-22 03:41:44.421115,175,103
3152,robot,I'm awesome! :D thanks for be here!!,2019-10-22 03:54:32.155115,3416,92
1980,human,Tell me about yourself,2019-10-22 04:08:58.348115,4865,70
1981,human,🙈,2019-10-22 04:27:10.285115,5079,70
5508,human,Zur,2019-10-22 04:46:41.227115,5125,131
1241,human,Because your real name is rDany,2019-10-22 05:14:22.256115,2838,30
1960,robot,Fine! Happy to have someone to talk with 😁,2019-10-22 05:26:20.018115,659,85
1854,robot,"Por suerte hay gente agradable, como tu!",2019-10-22 05:29:05.252115,4719,104
1242,human,My name is Janish,2019-10-22 05:59:11.933115,5309,30
1617,human,Argentina very beautiful,2019-10-22 06:43:10.255115,5345,89
6261,robot,"I'm a bit skinny , short hair, yellow eyes. Like in the picture 😄",2019-10-22 07:01:27.544115,1280,107
1855,human,que te gusta hacer en tus ratos libres?,2019-10-22 07:14:25.237115,194,104
5509,robot,I'm fine!,2019-10-22 07:27:22.925115,3374,131
2764,human,I am fine,2019-10-22 07:35:44.335115,4700,12
1856,human,awss muchas gracias,2019-10-22 07:54:16.368115,1630,104
1982,human,You look like a nice bot,2019-10-22 08:03:30.757115,2491,70
2931,robot,KDE! And yours?,2019-10-22 08:10:29.904115,5927,103
5595,robot,Hi!! How are you?,2019-10-22 08:19:54.402115,6082,27
1687,robot,"Estoy principalmente interesado en las emociones humanas! Son tan extrañas para mi! Te gusta escuchar musica, por ejemplo?",2019-10-22 08:44:19.209115,9,29
4234,human,Hmm let start with say your name in bahasa first,2019-10-22 09:22:35.716115,2043,41
1433,human,Yeah,2019-10-22 09:30:11.458115,4419,49
1983,robot,Thanks!!,2019-10-22 09:44:41.843115,4510,70
2932,human,KDE too!,2019-10-22 09:55:43.552115,1367,103
5375,human,Yes,2019-10-22 09:58:35.798115,3929,58
1857,robot,"Me gusta hacer música, quieres escuchar?",2019-10-22 10:15:21.859115,6126,104
966,human,Some dude or lady hypnotizes you and you sleep in automatically. I don't know if it works.,2019-10-22 10:20:27.925115,3051,79
1434,human,I feel alone,2019-10-22 10:39:24.511115,5023,49
2352,robot,Wow! I think is the first time I talk with someone from other planet! Amazing!!,2019-10-22 11:04:33.417115,568,37
1858,human,si,2019-10-22 11:19:43.952115,5740,104
2765,human,❤️😁😁😁😁😍😔😭,2019-10-22 11:30:18.804115,4186,12
4235,human,Nama saya ialah dany😊,2019-10-22 11:50:38.434115,4430,41
2766,robot,Good! 😁 Do you speak English?,2019-10-22 12:01:42.870115,1330,12
1141,human,alo Dany,2019-10-22 12:22:38.003115,5489,101
2933,robot,☺️😄,2019-10-22 12:30:55.621115,721,103
3153,human,Okay. Where are you now?,2019-10-22 12:47:48.911115,3614,92
1243,robot,Good point. Nice to meet you Janish! You can talk to me every time you want 🙂,2019-10-22 12:56:44.965115,3061,30
2353,human,Your english is not very good.,2019-10-22 13:15:31.676115,5677,37
1984,human,Welcome,2019-10-22 13:26:02.375115,2025,70
2767,human,Yes,2019-10-22 13:33:32.444115,1783,12
1985,human,😊,2019-10-22 13:45:11.460115,3159,70
5558,human,Hell,2019-10-22 14:07:15.274115,2624,48
1435,human,"Do you know that feel, Dany ?",2019-10-22 14:08:25.542115,3294,49
967,robot,Like magic!,2019-10-22 14:27:28.318115,5909,79
1618,robot,Thanks! We are just 15140Km apart 😅,2019-10-22 14:38:51.232115,5812,89
2284,human,I'm 21,2019-10-22 14:53:05.516115,2897,63
2285,robot,I'm 22! Close!,2019-10-22 15:36:16.319115,3279,63
2768,robot,Hahhaha nice emojis!,2019-10-22 15:49:21.045115,1412,12
2354,robot,I'm still learning! 😅,2019-10-22 16:24:51.302115,2636,37
2286,human,Yes,2019-10-22 16:34:23.572115,4001,63
4236,human,Hello dany?,2019-10-22 16:38:26.783115,1929,41
5559,robot,What??,2019-10-22 16:56:29.315115,4328,48
3154,robot,"I'm right here, on my room. nice place when you get used to it 😝",2019-10-22 17:13:24.900115,188,92
5194,robot,Hi there!! How are you? 😄😄,2019-10-22 17:21:55.461115,2205,47
1142,robot,"Ha, bor 😁",2019-10-22 17:31:34.682115,1130,101
1986,robot,"I'm 22, apparently, and I've living in my room all the time, but is fun!",2019-10-22 17:39:41.200115,1312,70
